"","date","QC_pm2.5","QC_temp","wd","ws"
"1041",2018-09-09 08:00:00,-0.2,59,77,7
"1042",2018-09-09 09:00:00,2,59.6,77,6
"1043",2018-09-09 10:00:00,2.2,59.8,74,8
"1044",2018-09-09 11:00:00,2.2,59.4,79,5
"1045",2018-09-09 12:00:00,0.8,59.8,84,4
"1046",2018-09-09 13:00:00,3,60.4,70,5
"1047",2018-09-09 14:00:00,3.7,61.2,80,6
"1048",2018-09-09 15:00:00,1.7,61.4,81,6
"1049",2018-09-09 16:00:00,2.9,61.3,85,5
"1050",2018-09-09 17:00:00,3.9,60.5,79,4
"1051",2018-09-09 18:00:00,3.4,60.3,90,5
"1052",2018-09-09 19:00:00,4.4,59.5,122,6
"1053",2018-09-09 20:00:00,1.9,58.8,114,6
"1054",2018-09-09 21:00:00,2.4,58.3,100,8
"1055",2018-09-09 22:00:00,-0.7,57.2,76,6
"1056",2018-09-09 23:00:00,-1,56.4,67,7
"1057",2018-09-10 00:00:00,0.2,56,70,9
"1058",2018-09-10 01:00:00,-4.2,55.7,69,7
"1059",2018-09-10 02:00:00,0,56.6,72,9
"1060",2018-09-10 03:00:00,0.4,56.3,75,6
"1061",2018-09-10 04:00:00,-3.1,56.8,68,8
"1062",2018-09-10 05:00:00,-0.2,58,95,8
"1063",2018-09-10 06:00:00,-0.9,59.2,97,7
"1064",2018-09-10 07:00:00,0.6,60.3,89,6
"1065",2018-09-10 08:00:00,0.7,60.8,98,5
"1066",2018-09-10 09:00:00,1.2,61.3,97,5
"1067",2018-09-10 10:00:00,0.5,61.4,117,4
"1068",2018-09-10 11:00:00,4.3,61.6,130,7
"1069",2018-09-10 12:00:00,4.7,61.6,132,8
"1070",2018-09-10 13:00:00,2.1,61.3,106,6
"1071",2018-09-10 14:00:00,0.1,61.4,84,6
"1072",2018-09-10 15:00:00,3.7,61.1,89,4
"1073",2018-09-10 16:00:00,3.4,60.9,72,2
"1074",2018-09-10 17:00:00,1.4,61.3,79,5
"1075",2018-09-10 18:00:00,-1.7,62.8,61,5
"1076",2018-09-10 19:00:00,-1.3,63.5,72,6
"1077",2018-09-10 20:00:00,-0.4,63.4,60,5
"1078",2018-09-10 21:00:00,-1.4,64,52,5
"1079",2018-09-10 22:00:00,0.1,64.7,48,5
"1080",2018-09-10 23:00:00,-1.5,64.3,26,5
"1081",2018-09-11 00:00:00,-1.8,64,29,4
"1082",2018-09-11 01:00:00,-0.8,63.7,31,4
"1083",2018-09-11 02:00:00,0.1,63.6,31,3
"1084",2018-09-11 03:00:00,3.1,63.9,28,4
"1085",2018-09-11 04:00:00,1.9,63.6,33,3
"1086",2018-09-11 05:00:00,0,63.9,51,3
"1087",2018-09-11 06:00:00,0.9,64.4,58,3
"1088",2018-09-11 07:00:00,3.7,65,59,2
"1089",2018-09-11 08:00:00,1.7,65.8,81,1
"1090",2018-09-11 09:00:00,1.6,67.6,NA,0
"1091",2018-09-11 10:00:00,6.9,69.1,359,2
"1092",2018-09-11 11:00:00,4.2,70.2,0,4
"1093",2018-09-11 12:00:00,6.9,70.2,357,4
"1094",2018-09-11 13:00:00,7.9,70.3,19,4
"1095",2018-09-11 14:00:00,4,70.7,15,4
"1096",2018-09-11 15:00:00,1.9,71.9,25,3
"1097",2018-09-11 16:00:00,11.1,72.6,13,4
"1098",2018-09-11 17:00:00,14.4,72.6,16,4
"1099",2018-09-11 18:00:00,15.5,72.5,9,3
"1100",2018-09-11 19:00:00,9.1,72.7,2,2
"1101",2018-09-11 20:00:00,8.9,72.7,16,3
"1102",2018-09-11 21:00:00,10.9,72.3,30,3
"1103",2018-09-11 22:00:00,8.8,72.1,5,3
"1104",2018-09-11 23:00:00,9.5,72,356,3
"1105",2018-09-12 00:00:00,13.2,71.6,2,3
"1106",2018-09-12 01:00:00,9.8,71.4,4,3
"1107",2018-09-12 02:00:00,5.2,71.3,5,4
"1108",2018-09-12 03:00:00,6.2,71.4,351,3
"1109",2018-09-12 04:00:00,6.3,71.6,356,3
"1110",2018-09-12 05:00:00,6.8,71.7,356,3
"1111",2018-09-12 06:00:00,2.4,72,0,3
"1112",2018-09-12 07:00:00,6.1,72.6,17,3
"1113",2018-09-12 08:00:00,10.5,73.1,0,2
"1114",2018-09-12 09:00:00,9,73.3,27,4
"1115",2018-09-12 10:00:00,7.6,73.7,19,3
"1116",2018-09-12 11:00:00,9.7,74.3,22,4
"1117",2018-09-12 12:00:00,10.4,75.7,27,5
"1118",2018-09-12 13:00:00,4.4,75.9,32,5
"1119",2018-09-12 14:00:00,5.5,76.3,16,5
"1120",2018-09-12 15:00:00,4.1,75.5,38,4
"1121",2018-09-12 16:00:00,2.3,75,37,4
"1122",2018-09-12 17:00:00,1.8,74.3,35,4
"1123",2018-09-12 18:00:00,-3.4,73.2,35,4
"1124",2018-09-12 19:00:00,-0.4,73,20,4
"1125",2018-09-12 20:00:00,1.9,72.3,15,5
"1126",2018-09-12 21:00:00,2.3,71.6,25,6
"1127",2018-09-12 22:00:00,0.4,71.5,12,4
"1128",2018-09-12 23:00:00,-1.7,71.1,12,5
"1129",2018-09-13 00:00:00,0.3,71.1,29,4
"1130",2018-09-13 01:00:00,-0.2,70.2,3,6
"1131",2018-09-13 02:00:00,-3.2,69.3,0,8
"1132",2018-09-13 03:00:00,0.4,69,353,7
"1133",2018-09-13 04:00:00,1.5,68.8,6,10
"1134",2018-09-13 05:00:00,-1.6,68.5,26,8
"1135",2018-09-13 06:00:00,0.7,68.4,32,6
"1136",2018-09-13 07:00:00,1.4,68.9,30,6
"1137",2018-09-13 08:00:00,1,69.4,39,6
"1138",2018-09-13 09:00:00,1.2,70.2,40,6
"1139",2018-09-13 10:00:00,0.9,71.9,51,5
"1140",2018-09-13 11:00:00,1.7,73.2,49,7
"1141",2018-09-13 12:00:00,3.3,74.3,45,7
"1142",2018-09-13 13:00:00,1.7,73.8,42,7
"1143",2018-09-13 14:00:00,-0.6,74.1,45,6
"1144",2018-09-13 15:00:00,1.5,73.9,52,7
"1145",2018-09-13 16:00:00,-1.1,73.9,60,8
"1146",2018-09-13 17:00:00,-1.1,73.4,56,6
"1147",2018-09-13 18:00:00,1,72.6,50,6
"1148",2018-09-13 19:00:00,1.1,72.1,43,5
"1149",2018-09-13 20:00:00,4.9,71.8,44,4
"1150",2018-09-13 21:00:00,4.2,71.2,42,5
"1151",2018-09-13 22:00:00,5.6,70.7,84,2
"1152",2018-09-13 23:00:00,0.1,70.3,85,3
"1153",2018-09-14 00:00:00,3.5,68.9,80,4
"1154",2018-09-14 01:00:00,-1.6,68.4,59,5
"1155",2018-09-14 02:00:00,1.6,68.6,61,5
"1156",2018-09-14 03:00:00,1.6,68.4,57,5
"1157",2018-09-14 04:00:00,4.4,68.6,60,5
"1158",2018-09-14 05:00:00,0.1,69,44,5
"1159",2018-09-14 06:00:00,2.5,69.4,47,6
"1160",2018-09-14 07:00:00,0,70.1,48,5
"1161",2018-09-14 08:00:00,1,71,55,4
"1162",2018-09-14 09:00:00,0.5,72,52,5
"1163",2018-09-14 10:00:00,3.9,72.3,44,6
"1164",2018-09-14 11:00:00,3.7,72.8,43,7
"1165",2018-09-14 12:00:00,3.1,73.4,41,7
"1166",2018-09-14 13:00:00,3.3,73.9,41,5
"1167",2018-09-14 14:00:00,4.6,75.6,56,6
"1168",2018-09-14 15:00:00,5,74.5,53,9
"1169",2018-09-14 16:00:00,5.1,73.9,53,8
"1170",2018-09-14 17:00:00,2,73.4,63,4
"1171",2018-09-14 18:00:00,3.3,72.1,102,2
"1172",2018-09-14 19:00:00,2,71.7,103,2
"1173",2018-09-14 20:00:00,2.1,71.6,76,2
"1174",2018-09-14 21:00:00,5,71.4,76,2
"1175",2018-09-14 22:00:00,5.7,71.1,60,2
"1176",2018-09-14 23:00:00,4.7,70,24,3
"1177",2018-09-15 00:00:00,4.2,69.2,82,2
"1178",2018-09-15 01:00:00,4.7,68.3,46,2
"1179",2018-09-15 02:00:00,4.2,66.9,43,3
"1180",2018-09-15 03:00:00,2.7,66.6,61,2
"1181",2018-09-15 04:00:00,4.5,66.3,59,2
"1182",2018-09-15 05:00:00,4.1,66.3,98,2
"1183",2018-09-15 06:00:00,1.7,68.8,50,2
"1184",2018-09-15 07:00:00,1.7,70.3,83,2
"1185",2018-09-15 08:00:00,3.3,72,41,4
"1186",2018-09-15 09:00:00,4.2,74.2,35,4
"1187",2018-09-15 10:00:00,4.2,76.1,42,4
"1188",2018-09-15 11:00:00,3,76.3,25,4
"1189",2018-09-15 12:00:00,3.7,78.2,10,2
"1190",2018-09-15 13:00:00,6.2,79,51,2
"1191",2018-09-15 14:00:00,5.6,78.7,111,0
"1192",2018-09-15 15:00:00,7.2,77.8,211,3
"1193",2018-09-15 16:00:00,6.5,76.9,197,2
"1194",2018-09-15 17:00:00,5.8,73.9,239,3
"1195",2018-09-15 18:00:00,4.4,71.9,209,1
"1196",2018-09-15 19:00:00,4.4,71.2,126,0
"1197",2018-09-15 20:00:00,4.4,70.6,209,1
"1198",2018-09-15 21:00:00,3.5,70,216,1
"1199",2018-09-15 22:00:00,5.4,69.3,311,1
"1200",2018-09-15 23:00:00,5.1,68.1,0,2
"1201",2018-09-16 00:00:00,2.5,67.7,27,1
"1202",2018-09-16 01:00:00,4.3,67.2,17,2
"1203",2018-09-16 02:00:00,3.2,66.9,178,2
"1204",2018-09-16 03:00:00,3.9,67.6,259,1
"1205",2018-09-16 04:00:00,3.2,67.8,215,2
"1206",2018-09-16 05:00:00,3.5,67.9,267,2
"1207",2018-09-16 06:00:00,2.3,69.5,282,1
"1208",2018-09-16 07:00:00,5.7,72.4,313,2
"1209",2018-09-16 08:00:00,7.7,76.7,22,2
"1210",2018-09-16 09:00:00,10.7,79.9,3,3
"1211",2018-09-16 10:00:00,9,81.6,12,4
"1212",2018-09-16 11:00:00,4,82.7,346,2
"1213",2018-09-16 12:00:00,8.1,82.4,284,2
"1214",2018-09-16 13:00:00,8.9,80.7,204,4
"1215",2018-09-16 14:00:00,6.6,80.2,207,3
"1216",2018-09-16 15:00:00,1.6,80,201,3
"1217",2018-09-16 16:00:00,2.3,79,180,2
"1218",2018-09-16 17:00:00,0.2,76.4,200,2
"1219",2018-09-16 18:00:00,2.5,74.3,221,3
"1220",2018-09-16 19:00:00,3.4,73.4,219,2
"1221",2018-09-16 20:00:00,3.8,73.1,262,1
"1222",2018-09-16 21:00:00,4.9,72.6,276,2
"1223",2018-09-16 22:00:00,1.4,72,311,2
"1224",2018-09-16 23:00:00,3.1,71.3,327,2
"1225",2018-09-17 00:00:00,4.6,70.8,331,2
"1226",2018-09-17 01:00:00,2.8,70.2,328,1
"1227",2018-09-17 02:00:00,5.9,68.9,19,2
"1228",2018-09-17 03:00:00,10.7,67.6,27,2
"1229",2018-09-17 04:00:00,9.5,67.7,34,2
"1230",2018-09-17 05:00:00,5.4,68.1,62,1
"1231",2018-09-17 06:00:00,2.8,70,159,1
"1232",2018-09-17 07:00:00,6.3,71.7,82,0
"1233",2018-09-17 08:00:00,6.1,73.4,82,2
"1234",2018-09-17 09:00:00,5.5,75.4,141,2
"1235",2018-09-17 10:00:00,5.1,77.4,186,2
"1236",2018-09-17 11:00:00,0.7,77.4,183,3
"1237",2018-09-17 12:00:00,4.4,78.3,223,4
"1238",2018-09-17 13:00:00,3.4,77.7,202,3
"1239",2018-09-17 14:00:00,2.5,78.3,200,4
"1240",2018-09-17 15:00:00,3.8,77.2,194,3
"1241",2018-09-17 16:00:00,4.9,76.4,175,2
"1242",2018-09-17 17:00:00,4.3,76.6,173,2
"1243",2018-09-17 18:00:00,0.6,76.2,196,3
"1244",2018-09-17 19:00:00,2.7,76.1,201,4
"1245",2018-09-17 20:00:00,1.4,75.9,205,4
"1246",2018-09-17 21:00:00,3.5,75.9,208,4
"1247",2018-09-17 22:00:00,4,75.7,218,4
"1248",2018-09-17 23:00:00,3,75.4,210,4
"1249",2018-09-18 00:00:00,3.5,74.8,214,5
"1250",2018-09-18 01:00:00,3.6,75,236,6
"1251",2018-09-18 02:00:00,0.7,75.2,230,5
"1252",2018-09-18 03:00:00,1.1,75.1,233,5
"1253",2018-09-18 04:00:00,0.8,75.2,228,6
"1254",2018-09-18 05:00:00,6.1,75.5,227,5
"1255",2018-09-18 06:00:00,6.7,75.8,236,6
"1256",2018-09-18 07:00:00,3.2,76.2,233,6
"1257",2018-09-18 08:00:00,3.6,77.5,239,6
"1258",2018-09-18 09:00:00,2.2,78.8,263,6
"1259",2018-09-18 10:00:00,5.6,79.4,277,6
"1260",2018-09-18 11:00:00,5.9,74.3,55,5
"1261",2018-09-18 12:00:00,0,74,67,6
"1262",2018-09-18 13:00:00,1,72.8,NA,NA
"1263",2018-09-18 14:00:00,3.6,70.9,55,6
"1264",2018-09-18 15:00:00,1.6,70.7,59,6
"1265",2018-09-18 16:00:00,0.6,70.2,62,6
"1266",2018-09-18 17:00:00,0.9,71.7,66,7
"1267",2018-09-18 18:00:00,0.2,71.5,67,7
"1268",2018-09-18 19:00:00,-0.4,71.1,66,8
"1269",2018-09-18 20:00:00,1.8,70.5,66,8
"1270",2018-09-18 21:00:00,3.4,70.7,66,8
"1271",2018-09-18 22:00:00,2.7,70.4,67,8
"1272",2018-09-18 23:00:00,5.5,70.1,67,8
"1273",2018-09-19 00:00:00,7.5,69.8,67,8
"1274",2018-09-19 01:00:00,5.4,70.1,69,8
"1275",2018-09-19 02:00:00,5.7,71,44,8
"1276",2018-09-19 03:00:00,5.1,70.7,19,6
"1277",2018-09-19 04:00:00,5,70.5,359,9
"1278",2018-09-19 05:00:00,4.3,69.9,2,9
"1279",2018-09-19 06:00:00,7.1,70.3,7,8
"1280",2018-09-19 07:00:00,7.8,72,17,6
"1281",2018-09-19 08:00:00,8.1,73.8,39,7
"1282",2018-09-19 09:00:00,7.5,75.7,44,8
"1283",2018-09-19 10:00:00,6.6,77.3,30,9
"1284",2018-09-19 11:00:00,3.4,78.3,30,7
"1285",2018-09-19 12:00:00,8,79.1,15,7
"1286",2018-09-19 13:00:00,6.5,79.5,15,6
"1287",2018-09-19 14:00:00,6.3,79.3,21,7
"1288",2018-09-19 15:00:00,6.5,79.9,23,6
"1289",2018-09-19 16:00:00,7.7,79,21,6
"1290",2018-09-19 17:00:00,4.9,74.9,195,1
"1291",2018-09-19 18:00:00,1.1,72.2,176,2
"1292",2018-09-19 19:00:00,0.8,71.5,161,2
"1293",2018-09-19 20:00:00,0.7,70.7,163,4
"1294",2018-09-19 21:00:00,2.7,70.3,165,2
"1295",2018-09-19 22:00:00,1.6,69.6,112,2
"1296",2018-09-19 23:00:00,0.5,68.1,103,4
"1297",2018-09-20 00:00:00,2.3,67.2,123,3
"1298",2018-09-20 01:00:00,1.9,66.1,121,5
"1299",2018-09-20 02:00:00,2.3,65.2,94,3
"1300",2018-09-20 03:00:00,0.4,65,100,4
"1301",2018-09-20 04:00:00,-1.1,64.8,122,4
"1302",2018-09-20 05:00:00,0.4,64.6,79,4
"1303",2018-09-20 06:00:00,1.5,64.6,92,4
"1304",2018-09-20 07:00:00,0.5,65.1,77,4
"1305",2018-09-20 08:00:00,2.1,66.2,90,4
"1306",2018-09-20 09:00:00,0.6,67,53,4
"1307",2018-09-20 10:00:00,3.5,68,26,5
"1308",2018-09-20 11:00:00,0.4,68.6,25,5
"1309",2018-09-20 12:00:00,1,69.5,20,6
"1310",2018-09-20 13:00:00,1.5,69.8,27,7
"1311",2018-09-20 14:00:00,2.2,71.8,40,1
"1312",2018-09-20 15:00:00,-0.4,70.9,215,4
"1313",2018-09-20 16:00:00,1,69.8,218,4
"1314",2018-09-20 17:00:00,1.6,69,184,4
"1315",2018-09-20 18:00:00,3.7,68.1,163,5
"1316",2018-09-20 19:00:00,3.6,67.9,158,5
"1317",2018-09-20 20:00:00,1.3,67.8,155,6
"1318",2018-09-20 21:00:00,0.3,67.6,156,6
"1319",2018-09-20 22:00:00,2.3,67.3,152,5
"1320",2018-09-20 23:00:00,0.1,67.4,160,5
"1321",2018-09-21 00:00:00,2.2,67.6,161,6
"1322",2018-09-21 01:00:00,2.5,67.7,165,5
"1323",2018-09-21 02:00:00,1.8,67.6,167,5
"1324",2018-09-21 03:00:00,1.2,67.6,170,5
"1325",2018-09-21 04:00:00,-2.2,67.7,173,5
"1326",2018-09-21 05:00:00,0.4,68,173,4
"1327",2018-09-21 06:00:00,-0.3,68.4,179,6
"1328",2018-09-21 07:00:00,1.8,68.7,186,5
"1329",2018-09-21 08:00:00,3.5,69.3,201,5
"1330",2018-09-21 09:00:00,1.4,69.6,195,6
"1331",2018-09-21 10:00:00,-1.9,70.4,196,5
"1332",2018-09-21 11:00:00,1.6,70.7,207,6
"1333",2018-09-21 12:00:00,3,70.4,204,6
"1334",2018-09-21 13:00:00,0.3,70.7,201,6
"1335",2018-09-21 14:00:00,3.7,71.3,202,7
"1336",2018-09-21 15:00:00,3.3,71.9,204,7
"1337",2018-09-21 16:00:00,3.1,72,211,6
"1338",2018-09-21 17:00:00,2.8,72.1,207,8
"1339",2018-09-21 18:00:00,2,72,215,7
"1340",2018-09-21 19:00:00,2,72.2,224,7
"1341",2018-09-21 20:00:00,0.8,72.3,235,7
"1342",2018-09-21 21:00:00,1.7,71.9,233,8
"1343",2018-09-21 22:00:00,1.9,71.3,228,7
"1344",2018-09-21 23:00:00,1.1,71.5,226,6
"1345",2018-09-22 00:00:00,1.1,72.1,240,5
"1346",2018-09-22 01:00:00,1.9,73,261,8
"1347",2018-09-22 02:00:00,3.9,73.6,266,9
"1348",2018-09-22 03:00:00,6.4,73.9,276,8
"1349",2018-09-22 04:00:00,6.6,73.8,280,8
"1350",2018-09-22 05:00:00,7.3,74.4,311,8
"1351",2018-09-22 06:00:00,4.6,73.1,351,12
"1352",2018-09-22 07:00:00,3.5,70.9,355,15
"1353",2018-09-22 08:00:00,4,71,350,14
"1354",2018-09-22 09:00:00,1.9,70.5,343,13
"1355",2018-09-22 10:00:00,-0.1,70.9,352,12
"1356",2018-09-22 11:00:00,NA,70.5,7,12
"1357",2018-09-22 12:00:00,NA,70.2,0,12
"1358",2018-09-22 13:00:00,-0.4,69.5,7,10
"1359",2018-09-22 14:00:00,0.9,68.7,15,9
"1360",2018-09-22 15:00:00,2.8,68.4,16,8
"1361",2018-09-22 16:00:00,1.7,67.8,15,8
"1362",2018-09-22 17:00:00,-0.7,67.3,8,7
"1363",2018-09-22 18:00:00,-1.8,66.6,17,8
"1364",2018-09-22 19:00:00,-2,65.8,25,6
"1365",2018-09-22 20:00:00,3.8,64.7,45,6
"1366",2018-09-22 21:00:00,1.3,64.3,63,5
"1367",2018-09-22 22:00:00,2.2,64,62,5
"1368",2018-09-22 23:00:00,1.8,63.7,63,6
"1369",2018-09-23 00:00:00,0,63.3,68,7
"1370",2018-09-23 01:00:00,2.4,62.7,70,5
"1371",2018-09-23 02:00:00,2,62.4,57,5
"1372",2018-09-23 03:00:00,-0.3,61.5,47,5
"1373",2018-09-23 04:00:00,-2.3,61.1,46,6
"1374",2018-09-23 05:00:00,2.2,61.2,63,5
"1375",2018-09-23 06:00:00,0.6,61.3,56,6
"1376",2018-09-23 07:00:00,0.8,61.6,66,6
"1377",2018-09-23 08:00:00,4.6,62.4,70,7
"1378",2018-09-23 09:00:00,1.3,62.9,63,6
"1379",2018-09-23 10:00:00,1.1,63.1,68,6
"1380",2018-09-23 11:00:00,-5,63.9,65,6
"1381",2018-09-23 12:00:00,-2.5,64.9,51,5
"1382",2018-09-23 13:00:00,3.1,65.3,58,4
"1383",2018-09-23 14:00:00,0.3,65.8,85,2
"1384",2018-09-23 15:00:00,-0.6,64.6,164,5
"1385",2018-09-23 16:00:00,1.6,63.8,93,3
"1386",2018-09-23 17:00:00,2.1,62.1,91,4
"1387",2018-09-23 18:00:00,1.5,63.4,114,3
"1388",2018-09-23 19:00:00,2.5,64,90,2
"1389",2018-09-23 20:00:00,4.1,64.4,76,3
"1390",2018-09-23 21:00:00,5.2,64.6,74,4
"1391",2018-09-23 22:00:00,3.3,64.4,73,3
"1392",2018-09-23 23:00:00,3.2,63.8,84,3
"1393",2018-09-24 00:00:00,4.7,63.2,88,3
"1394",2018-09-24 01:00:00,4.4,62.7,81,4
"1395",2018-09-24 02:00:00,1.1,61.9,87,3
"1396",2018-09-24 03:00:00,1.6,61.2,69,4
"1397",2018-09-24 04:00:00,2.4,60.1,65,6
"1398",2018-09-24 05:00:00,2.3,58.6,74,6
"1399",2018-09-24 06:00:00,3.1,58.9,77,7
"1400",2018-09-24 07:00:00,3.9,60.1,68,10
"1401",2018-09-24 08:00:00,3.5,61,73,10
"1402",2018-09-24 09:00:00,5.7,61.5,66,8
"1403",2018-09-24 10:00:00,5.7,63.6,79,8
"1404",2018-09-24 11:00:00,3.1,65.8,105,6
"1405",2018-09-24 12:00:00,1.4,67.4,124,7
"1406",2018-09-24 13:00:00,2.9,68.4,129,7
"1407",2018-09-24 14:00:00,1,67.1,120,5
"1408",2018-09-24 15:00:00,4.7,66.4,123,6
"1409",2018-09-24 16:00:00,6.2,65.1,123,7
"1410",2018-09-24 17:00:00,4.6,63.5,100,6
"1411",2018-09-24 18:00:00,3.4,61.7,78,8
"1412",2018-09-24 19:00:00,4.8,60.8,82,7
"1413",2018-09-24 20:00:00,2,60.2,79,8
"1414",2018-09-24 21:00:00,-0.1,60.1,84,8
"1415",2018-09-24 22:00:00,2.5,59.9,77,9
"1416",2018-09-24 23:00:00,2.5,59.9,80,8
"1417",2018-09-25 00:00:00,0.3,59.5,85,8
"1418",2018-09-25 01:00:00,-0.3,59.2,88,9
"1419",2018-09-25 02:00:00,1.5,59.5,89,8
"1420",2018-09-25 03:00:00,3.1,59.3,85,8
"1421",2018-09-25 04:00:00,1.5,58.7,87,6
"1422",2018-09-25 05:00:00,1.6,58.7,86,6
"1423",2018-09-25 06:00:00,1.7,59.4,93,4
"1424",2018-09-25 07:00:00,0.5,61.2,90,3
"1425",2018-09-25 08:00:00,1.5,65.4,145,8
"1426",2018-09-25 09:00:00,2.8,67.1,146,9
"1427",2018-09-25 10:00:00,5.8,68.7,155,9
"1428",2018-09-25 11:00:00,5.4,70.5,164,10
"1429",2018-09-25 12:00:00,5.2,71.4,174,8
"1430",2018-09-25 13:00:00,1.8,71.8,222,6
"1431",2018-09-25 14:00:00,-4.1,71.1,313,6
"1432",2018-09-25 15:00:00,1.6,71.4,49,5
"1433",2018-09-25 16:00:00,2.2,71.9,50,5
"1434",2018-09-25 17:00:00,3.2,72.2,55,6
"1435",2018-09-25 18:00:00,3.7,72.6,59,7
"1436",2018-09-25 19:00:00,2.6,71.1,56,6
"1437",2018-09-25 20:00:00,-0.3,71.2,55,6
"1438",2018-09-25 21:00:00,1.9,71.5,34,6
"1439",2018-09-25 22:00:00,-0.2,72.6,20,6
"1440",2018-09-25 23:00:00,0.4,72.5,4,8
"1441",2018-09-26 00:00:00,5.4,72,54,1
"1442",2018-09-26 01:00:00,3.6,71.8,NA,0
"1443",2018-09-26 02:00:00,3,71.8,70,5
"1444",2018-09-26 03:00:00,0.8,72.1,77,6
"1445",2018-09-26 04:00:00,2.7,71.5,79,7
"1446",2018-09-26 05:00:00,2.3,71.7,76,6
"1447",2018-09-26 06:00:00,2.3,72.2,74,5
"1448",2018-09-26 07:00:00,2.2,72.5,80,7
"1449",2018-09-26 08:00:00,4.6,73.5,81,6
"1450",2018-09-26 09:00:00,7.1,74.7,90,4
"1451",2018-09-26 10:00:00,5.2,77.2,159,3
"1452",2018-09-26 11:00:00,3.4,78.9,212,5
"1453",2018-09-26 12:00:00,4.5,78.5,213,5
"1454",2018-09-26 13:00:00,5.5,78,225,6
"1455",2018-09-26 14:00:00,6.5,79,216,5
"1456",2018-09-26 15:00:00,5.1,79.3,221,5
"1457",2018-09-26 16:00:00,6.2,77.3,223,6
"1458",2018-09-26 17:00:00,0.2,74.5,224,6
"1459",2018-09-26 18:00:00,0.3,73.2,226,6
"1460",2018-09-26 19:00:00,1,73.4,240,5
"1461",2018-09-26 20:00:00,6.1,74.3,260,5
"1462",2018-09-26 21:00:00,5,72.1,345,14
"1463",2018-09-26 22:00:00,3.3,71.7,351,9
"1464",2018-09-26 23:00:00,3.3,71.8,348,8
"1465",2018-09-27 00:00:00,0.6,70,3,12
"1466",2018-09-27 01:00:00,2.1,67.7,24,10
"1467",2018-09-27 02:00:00,3.9,65.7,23,12
"1468",2018-09-27 03:00:00,2.4,64,31,10
"1469",2018-09-27 04:00:00,1.3,63.1,32,11
"1470",2018-09-27 05:00:00,4.2,62.2,31,12
"1471",2018-09-27 06:00:00,1.8,61.5,34,9
"1472",2018-09-27 07:00:00,3.5,61.7,37,9
"1473",2018-09-27 08:00:00,1.4,62.5,30,9
"1474",2018-09-27 09:00:00,1.1,64.4,30,10
"1475",2018-09-27 10:00:00,0.1,66.5,36,8
"1476",2018-09-27 11:00:00,1.7,68.5,37,7
"1477",2018-09-27 12:00:00,0.5,70.4,34,7
"1478",2018-09-27 13:00:00,1.6,71.9,39,4
"1479",2018-09-27 14:00:00,5.6,72.6,27,3
"1480",2018-09-27 15:00:00,4.6,71.9,62,2
"1481",2018-09-27 16:00:00,3.5,69.7,147,5
"1482",2018-09-27 17:00:00,4.3,68.9,126,4
"1483",2018-09-27 18:00:00,3.8,68.4,125,4
"1484",2018-09-27 19:00:00,1.8,67.4,128,4
"1485",2018-09-27 20:00:00,2.1,67,129,5
"1486",2018-09-27 21:00:00,4.7,66.8,134,5
"1487",2018-09-27 22:00:00,2.7,66.7,141,6
"1488",2018-09-27 23:00:00,0.6,63.8,132,6
"1489",2018-09-28 00:00:00,2,63.5,124,7
"1490",2018-09-28 01:00:00,1,63.5,124,7
"1491",2018-09-28 02:00:00,1,63,127,7
"1492",2018-09-28 03:00:00,3.2,62.8,89,2
"1493",2018-09-28 04:00:00,1.4,61.9,37,9
"1494",2018-09-28 05:00:00,0.1,61.5,120,6
"1495",2018-09-28 06:00:00,0.3,60.9,87,4
"1496",2018-09-28 07:00:00,-0.4,58.2,34,4
"1497",2018-09-28 08:00:00,1,57.2,41,4
"1498",2018-09-28 09:00:00,1.6,56.7,36,3
"1499",2018-09-28 10:00:00,1.2,56.6,36,4
"1500",2018-09-28 11:00:00,2.1,56.1,21,5
"1501",2018-09-28 12:00:00,3.2,56.8,19,6
"1502",2018-09-28 13:00:00,1.3,58.2,61,8
"1503",2018-09-28 14:00:00,2.6,60.5,51,6
"1504",2018-09-28 15:00:00,-0.1,61.7,51,4
"1505",2018-09-28 16:00:00,1.8,62.6,37,4
"1506",2018-09-28 17:00:00,3.2,62.8,35,4
"1507",2018-09-28 18:00:00,2.6,61,69,2
"1508",2018-09-28 19:00:00,3.9,60.3,115,2
"1509",2018-09-28 20:00:00,5.5,59.5,148,3
"1510",2018-09-28 21:00:00,5.2,58.1,154,4
"1511",2018-09-28 22:00:00,7,58.3,156,6
"1512",2018-09-28 23:00:00,9.8,59.8,188,6
"1513",2018-09-29 00:00:00,7.8,59.5,187,7
"1514",2018-09-29 01:00:00,8.7,59.1,198,6
"1515",2018-09-29 02:00:00,4.5,59.2,217,6
"1516",2018-09-29 03:00:00,4.4,58.5,210,6
"1517",2018-09-29 04:00:00,5.3,58.1,209,6
"1518",2018-09-29 05:00:00,7,58,203,4
"1519",2018-09-29 06:00:00,5.3,59,187,3
"1520",2018-09-29 07:00:00,7.6,62.8,303,2
"1521",2018-09-29 08:00:00,8.5,64.7,353,4
"1522",2018-09-29 09:00:00,5.7,66.3,0,5
"1523",2018-09-29 10:00:00,4.6,68.2,355,6
"1524",2018-09-29 11:00:00,6.5,69.8,338,6
"1525",2018-09-29 12:00:00,5.4,71.2,353,6
"1526",2018-09-29 13:00:00,4.9,72.2,359,8
