"","date","QC_pm2.5","QC_temp","wd","ws"
"1527",2018-09-29 14:00:00,4.3,72.7,351,7
"1528",2018-09-29 15:00:00,4.4,72.7,345,7
"1529",2018-09-29 16:00:00,6.8,71.7,357,8
"1530",2018-09-29 17:00:00,2.2,69.7,12,10
"1531",2018-09-29 18:00:00,4.4,67.7,9,7
"1532",2018-09-29 19:00:00,3.7,66.6,8,6
"1533",2018-09-29 20:00:00,5.2,66.1,2,6
"1534",2018-09-29 21:00:00,2.6,65.1,21,4
"1535",2018-09-29 22:00:00,3.9,63.2,62,2
"1536",2018-09-29 23:00:00,3.8,61.8,77,3
"1537",2018-09-30 00:00:00,4.1,60.8,78,4
"1538",2018-09-30 01:00:00,2.2,59.8,86,4
"1539",2018-09-30 02:00:00,4.9,58.4,98,5
"1540",2018-09-30 03:00:00,3.3,57.7,84,3
"1541",2018-09-30 04:00:00,4,57.5,59,6
"1542",2018-09-30 05:00:00,1.9,56.6,65,5
"1543",2018-09-30 06:00:00,2.2,57.5,68,6
"1544",2018-09-30 07:00:00,1.6,59.7,56,8
"1545",2018-09-30 08:00:00,3.5,61.7,70,7
"1546",2018-09-30 09:00:00,6.1,64,86,5
"1547",2018-09-30 10:00:00,4,67.5,52,1
"1548",2018-09-30 11:00:00,3.3,68.3,331,2
"1549",2018-09-30 12:00:00,2.1,69.9,251,2
"1550",2018-09-30 13:00:00,5.5,68.9,213,6
"1551",2018-09-30 14:00:00,4.8,68.7,199,5
"1552",2018-09-30 15:00:00,2.3,68,196,5
"1553",2018-09-30 16:00:00,3.5,67.2,183,5
"1554",2018-09-30 17:00:00,3,66,176,5
"1555",2018-09-30 18:00:00,1.7,65.6,173,4
"1556",2018-09-30 19:00:00,2.4,65.7,163,2
"1557",2018-09-30 20:00:00,4.3,65.8,178,2
"1558",2018-09-30 21:00:00,3.7,65.7,189,3
"1559",2018-09-30 22:00:00,1.8,65.6,186,3
"1560",2018-09-30 23:00:00,1.8,65.2,177,2
"1561",2018-10-01 00:00:00,2.7,64.9,187,3
"1562",2018-10-01 01:00:00,0,64.5,186,3
"1563",2018-10-01 02:00:00,2,64,182,3
"1564",2018-10-01 03:00:00,2.3,63.8,185,3
"1565",2018-10-01 04:00:00,4.7,64.3,182,4
"1566",2018-10-01 05:00:00,6.4,65.1,181,3
"1567",2018-10-01 06:00:00,5.5,65.8,195,3
"1568",2018-10-01 07:00:00,10.4,66.9,209,4
"1569",2018-10-01 08:00:00,9.3,68.1,221,5
"1570",2018-10-01 09:00:00,7.9,70.9,252,6
"1571",2018-10-01 10:00:00,9.2,72.2,261,6
"1572",2018-10-01 11:00:00,7.2,73.6,259,8
"1573",2018-10-01 12:00:00,8.7,73.5,254,5
"1574",2018-10-01 13:00:00,9.6,73.7,239,3
"1575",2018-10-01 14:00:00,8,74.1,240,4
"1576",2018-10-01 15:00:00,6.5,75,246,6
"1577",2018-10-01 16:00:00,8.7,73.6,232,4
"1578",2018-10-01 17:00:00,6.6,71.7,218,4
"1579",2018-10-01 18:00:00,6.1,70.5,212,4
"1580",2018-10-01 19:00:00,7.7,70.3,222,2
"1581",2018-10-01 20:00:00,7.1,70.5,254,1
"1582",2018-10-01 21:00:00,11,70.3,220,2
"1583",2018-10-01 22:00:00,9.3,69.6,246,2
"1584",2018-10-01 23:00:00,8.4,69,232,2
"1585",2018-10-02 00:00:00,7.1,68.3,254,2
"1586",2018-10-02 01:00:00,6.9,68.2,311,2
"1587",2018-10-02 02:00:00,9.1,67.5,1,2
"1588",2018-10-02 03:00:00,12,66.8,37,2
"1589",2018-10-02 04:00:00,13,66.4,119,2
"1590",2018-10-02 05:00:00,11.8,65.7,88,2
"1591",2018-10-02 06:00:00,9.7,65.9,151,2
"1592",2018-10-02 07:00:00,7.7,69.5,235,3
"1593",2018-10-02 08:00:00,6.9,71.4,230,4
"1594",2018-10-02 09:00:00,7,73,224,4
"1595",2018-10-02 10:00:00,8.7,74.8,237,6
"1596",2018-10-02 11:00:00,8.3,75.7,236,7
"1597",2018-10-02 12:00:00,7.9,74.9,245,8
"1598",2018-10-02 13:00:00,6.3,74.1,236,9
"1599",2018-10-02 14:00:00,5.8,74.2,231,8
"1600",2018-10-02 15:00:00,6.4,74.1,239,7
"1601",2018-10-02 16:00:00,11.1,73.9,240,6
"1602",2018-10-02 17:00:00,9.3,73.1,235,6
"1603",2018-10-02 18:00:00,7.6,73,240,4
"1604",2018-10-02 19:00:00,6,72.8,233,4
"1605",2018-10-02 20:00:00,3.1,72.5,235,4
"1606",2018-10-02 21:00:00,2.2,69.7,279,5
"1607",2018-10-02 22:00:00,5.7,65.1,105,2
"1608",2018-10-02 23:00:00,3.3,64.9,60,3
"1609",2018-10-03 00:00:00,0,64.9,58,3
"1610",2018-10-03 01:00:00,2,64.7,58,3
"1611",2018-10-03 02:00:00,0,65.1,59,3
"1612",2018-10-03 03:00:00,-0.1,64.8,56,3
"1613",2018-10-03 04:00:00,-0.7,64.7,56,3
"1614",2018-10-03 05:00:00,1.6,64.7,56,3
"1615",2018-10-03 06:00:00,2.4,65.4,58,3
"1616",2018-10-03 07:00:00,6.6,68,24,5
"1617",2018-10-03 08:00:00,9.3,69.4,345,9
"1618",2018-10-03 09:00:00,7.3,70.7,342,11
"1619",2018-10-03 10:00:00,4.5,72,342,9
"1620",2018-10-03 11:00:00,3.8,73,350,8
"1621",2018-10-03 12:00:00,2.1,73.8,345,8
"1622",2018-10-03 13:00:00,6.4,74.3,347,7
"1623",2018-10-03 14:00:00,4.5,73.9,346,8
"1624",2018-10-03 15:00:00,3.4,73.7,343,8
"1625",2018-10-03 16:00:00,1.4,73.5,345,7
"1626",2018-10-03 17:00:00,1.2,72.6,350,7
"1627",2018-10-03 18:00:00,2.6,71,348,7
"1628",2018-10-03 19:00:00,3.4,69.3,344,7
"1629",2018-10-03 20:00:00,1.6,68.1,349,5
"1630",2018-10-03 21:00:00,2.2,67,0,2
"1631",2018-10-03 22:00:00,4.5,66.1,60,1
"1632",2018-10-03 23:00:00,4.3,64.5,100,2
"1633",2018-10-04 00:00:00,5,63.7,113,2
"1634",2018-10-04 01:00:00,4.7,63.2,104,3
"1635",2018-10-04 02:00:00,0.9,62.8,94,3
"1636",2018-10-04 05:00:00,4.1,61.2,150,2
"1637",2018-10-04 06:00:00,8.6,63.1,157,3
"1638",2018-10-04 07:00:00,9.7,66.7,191,3
"1639",2018-10-04 08:00:00,9.9,68.7,228,5
"1640",2018-10-04 09:00:00,9.7,71.5,234,4
"1641",2018-10-04 10:00:00,7.9,72.8,228,5
"1642",2018-10-04 11:00:00,11.7,73.3,226,6
"1643",2018-10-04 12:00:00,11.6,73,232,6
"1644",2018-10-04 13:00:00,6.4,73.4,239,6
"1645",2018-10-04 14:00:00,8.1,73.7,235,6
"1646",2018-10-04 15:00:00,9.3,73.1,238,6
"1647",2018-10-04 16:00:00,7.3,72.4,242,5
"1648",2018-10-04 17:00:00,6.2,72,270,3
"1649",2018-10-04 18:00:00,9.7,72.4,288,2
"1650",2018-10-04 19:00:00,10.5,72.8,338,1
"1651",2018-10-04 20:00:00,10.9,72.6,353,2
"1652",2018-10-04 21:00:00,13.5,73.2,338,4
"1653",2018-10-04 22:00:00,13,73.5,351,5
"1654",2018-10-04 23:00:00,12.1,72.6,2,8
"1655",2018-10-05 00:00:00,9.5,71.2,9,10
"1656",2018-10-05 01:00:00,5,67.8,22,10
"1657",2018-10-05 02:00:00,0.6,65,25,9
"1658",2018-10-05 03:00:00,2.6,63.6,30,10
"1659",2018-10-05 04:00:00,1.5,62.3,34,8
"1660",2018-10-05 05:00:00,0.8,60.9,31,8
"1661",2018-10-05 06:00:00,2.3,60.8,37,7
"1662",2018-10-05 07:00:00,3.5,61.7,40,10
"1663",2018-10-05 08:00:00,1.4,62,44,10
"1664",2018-10-05 09:00:00,-0.3,62.7,46,10
"1665",2018-10-05 10:00:00,1.1,64.1,54,8
"1666",2018-10-05 11:00:00,0.6,65.7,53,7
"1667",2018-10-05 12:00:00,1.6,66.4,25,8
"1668",2018-10-05 13:00:00,2.1,67.4,29,6
"1669",2018-10-05 14:00:00,3.6,68.5,43,4
"1670",2018-10-05 15:00:00,2.4,68.5,66,2
"1671",2018-10-05 16:00:00,1.8,68.7,140,3
"1672",2018-10-05 17:00:00,2.2,66.7,163,4
"1673",2018-10-05 18:00:00,2.4,64.6,169,4
"1674",2018-10-05 19:00:00,1.4,64.2,156,5
"1675",2018-10-05 20:00:00,1.3,64.2,154,6
"1676",2018-10-05 21:00:00,4.1,64,152,5
"1677",2018-10-05 22:00:00,4.4,63.9,161,5
"1678",2018-10-05 23:00:00,2.6,63.9,156,5
"1679",2018-10-06 00:00:00,4.4,63.8,155,5
"1680",2018-10-06 01:00:00,3.7,63.5,155,5
"1681",2018-10-06 02:00:00,4.4,63.3,150,4
"1682",2018-10-06 03:00:00,3.3,63.3,147,3
"1683",2018-10-06 04:00:00,2.2,63.4,154,4
"1684",2018-10-06 05:00:00,-0.9,63.6,151,4
"1685",2018-10-06 06:00:00,1.8,63.8,164,4
"1686",2018-10-06 07:00:00,1.1,64.3,159,5
"1687",2018-10-06 08:00:00,2.3,64.1,152,4
"1688",2018-10-06 09:00:00,1.5,64.1,150,4
"1689",2018-10-06 10:00:00,3.3,65.6,169,5
"1690",2018-10-06 11:00:00,2.5,65.9,171,6
"1691",2018-10-06 12:00:00,2.6,65.5,177,6
"1692",2018-10-06 13:00:00,0.6,65.1,175,6
"1693",2018-10-06 14:00:00,1.7,65.5,178,6
"1694",2018-10-06 15:00:00,1.4,65.7,180,6
"1695",2018-10-06 16:00:00,1.3,66,185,6
"1696",2018-10-06 17:00:00,1.3,66.1,182,5
"1697",2018-10-06 18:00:00,1.1,65.9,179,5
"1698",2018-10-06 19:00:00,1.9,66.2,180,5
"1699",2018-10-06 20:00:00,1.1,67,188,6
"1700",2018-10-06 21:00:00,1.4,67.8,212,5
"1701",2018-10-06 22:00:00,1.1,68.3,228,6
"1702",2018-10-06 23:00:00,1.8,68.5,235,5
"1703",2018-10-07 00:00:00,1.5,68.6,233,5
"1704",2018-10-07 01:00:00,3.9,68.4,228,4
"1705",2018-10-07 02:00:00,3.1,68.6,232,3
"1706",2018-10-07 03:00:00,1.7,68.8,236,3
"1707",2018-10-07 04:00:00,2.1,69,252,4
"1708",2018-10-07 05:00:00,2.4,69.4,267,2
"1709",2018-10-07 06:00:00,6.2,69.7,228,2
"1710",2018-10-07 07:00:00,4.1,69.8,244,3
"1711",2018-10-07 08:00:00,5.1,70.5,268,3
"1712",2018-10-07 09:00:00,7.6,71.3,292,4
"1713",2018-10-07 10:00:00,8.8,72.9,290,6
"1714",2018-10-07 11:00:00,6,74.2,284,6
"1715",2018-10-07 12:00:00,7,76.7,271,5
"1716",2018-10-07 13:00:00,7.2,78.3,303,4
"1717",2018-10-07 14:00:00,7.8,79.3,313,5
"1718",2018-10-07 15:00:00,8.2,79.9,314,4
"1719",2018-10-07 16:00:00,8.9,79.6,335,4
"1720",2018-10-07 17:00:00,8.9,78.2,293,1
"1721",2018-10-07 18:00:00,11.8,75.6,209,2
"1722",2018-10-07 19:00:00,14.4,74.4,281,1
"1723",2018-10-07 20:00:00,14.4,73.6,297,1
"1724",2018-10-07 21:00:00,13.5,73.4,294,1
"1725",2018-10-07 22:00:00,15.5,72.5,8,3
"1726",2018-10-07 23:00:00,11.9,71.2,16,5
"1727",2018-10-08 00:00:00,11.9,71,17,6
"1728",2018-10-08 01:00:00,7,70.5,16,6
"1729",2018-10-08 02:00:00,5.4,70.4,36,5
"1730",2018-10-08 03:00:00,7.2,69.7,23,5
"1731",2018-10-08 04:00:00,8.3,68.5,41,5
"1732",2018-10-08 05:00:00,6.4,67.2,124,5
"1733",2018-10-08 06:00:00,2.7,65.6,133,6
"1734",2018-10-08 07:00:00,4.5,64.7,124,5
"1735",2018-10-08 08:00:00,5.2,64.2,126,6
"1736",2018-10-08 09:00:00,5.5,63.9,115,5
"1737",2018-10-08 10:00:00,1.4,64,130,6
"1738",2018-10-08 11:00:00,2.7,64.6,137,7
"1739",2018-10-08 12:00:00,2.5,64.8,136,6
"1740",2018-10-08 13:00:00,4.1,65.2,142,6
"1741",2018-10-08 14:00:00,4.3,64.2,133,6
"1742",2018-10-08 15:00:00,2.8,63.5,127,7
"1743",2018-10-08 16:00:00,2.2,63.6,129,6
"1744",2018-10-08 17:00:00,2.3,64.1,133,6
"1745",2018-10-08 18:00:00,2.2,63.7,130,6
"1746",2018-10-08 19:00:00,2.1,63.9,132,4
"1747",2018-10-08 20:00:00,4.5,64.4,136,5
"1748",2018-10-08 21:00:00,1.3,64.5,136,5
"1749",2018-10-08 22:00:00,2.6,65.1,147,3
"1750",2018-10-08 23:00:00,2.6,66.2,162,4
"1751",2018-10-09 00:00:00,1.6,67.2,165,4
"1752",2018-10-09 01:00:00,2.9,68.2,208,2
"1753",2018-10-09 02:00:00,5.2,68.7,231,3
"1754",2018-10-09 03:00:00,2.9,69,238,2
"1755",2018-10-09 04:00:00,-0.1,69,212,1
"1756",2018-10-09 05:00:00,1.2,69.2,234,2
"1757",2018-10-09 06:00:00,3.2,69.5,257,1
"1758",2018-10-09 07:00:00,4.1,70.3,248,2
"1759",2018-10-09 08:00:00,3.8,71,256,3
"1760",2018-10-09 09:00:00,3.8,72,256,3
"1761",2018-10-09 10:00:00,1.7,72.9,268,4
"1762",2018-10-09 11:00:00,2.1,74.1,260,5
"1763",2018-10-09 12:00:00,4.3,75,252,5
"1764",2018-10-09 13:00:00,4.5,75.7,233,4
"1765",2018-10-09 14:00:00,5.3,75.1,244,6
"1766",2018-10-09 15:00:00,3.4,74.9,238,6
"1767",2018-10-09 16:00:00,2.3,73.3,241,4
"1768",2018-10-09 17:00:00,6.3,71.8,235,2
"1769",2018-10-09 18:00:00,4.1,71.5,250,3
"1770",2018-10-09 19:00:00,1.7,71.2,250,3
"1771",2018-10-09 20:00:00,1.2,71,264,2
"1772",2018-10-09 21:00:00,-2.1,71.1,282,2
"1773",2018-10-09 22:00:00,2.1,71.2,269,2
"1774",2018-10-09 23:00:00,-0.4,71.5,256,3
"1775",2018-10-10 00:00:00,1.2,71.2,285,3
"1776",2018-10-10 01:00:00,2.1,70.6,295,3
"1777",2018-10-10 02:00:00,1.5,70.2,292,2
"1778",2018-10-10 03:00:00,2.2,69.8,274,2
"1779",2018-10-10 04:00:00,2.9,69.4,285,2
"1780",2018-10-10 05:00:00,5.1,69.7,271,2
"1781",2018-10-10 06:00:00,5.6,70.1,298,2
"1782",2018-10-10 07:00:00,6.1,71.4,267,2
"1783",2018-10-10 08:00:00,9.9,73.3,278,4
"1784",2018-10-10 09:00:00,9,74.4,251,5
"1785",2018-10-10 10:00:00,9.5,74.5,253,6
"1786",2018-10-10 11:00:00,7.8,74.6,252,8
"1787",2018-10-10 12:00:00,10,76,254,4
"1788",2018-10-10 13:00:00,5.7,79.2,244,4
"1789",2018-10-10 14:00:00,6.5,76.2,222,6
"1790",2018-10-10 15:00:00,7.3,76.8,210,4
"1791",2018-10-10 16:00:00,4.9,75.5,231,5
"1792",2018-10-10 17:00:00,4.7,73.3,228,4
"1793",2018-10-10 18:00:00,4.6,73.1,227,4
"1794",2018-10-10 19:00:00,2,72.9,240,4
"1795",2018-10-10 20:00:00,1.7,72.3,249,3
"1796",2018-10-10 21:00:00,0.9,71.8,241,3
"1797",2018-10-10 22:00:00,2.7,71.8,272,3
"1798",2018-10-10 23:00:00,2.6,72,261,4
"1799",2018-10-11 00:00:00,3.2,72.1,278,2
"1800",2018-10-11 01:00:00,1.9,71.7,250,2
"1801",2018-10-11 02:00:00,0.5,71.4,258,2
"1802",2018-10-11 03:00:00,1.1,71.5,260,3
"1803",2018-10-11 04:00:00,1.3,71.8,262,3
"1804",2018-10-11 05:00:00,0.5,71.9,273,2
"1805",2018-10-11 06:00:00,2.2,72.3,254,3
"1806",2018-10-11 07:00:00,4,72.6,243,4
"1807",2018-10-11 08:00:00,1.5,73.5,234,5
"1808",2018-10-11 09:00:00,0.5,74.2,229,7
"1809",2018-10-11 10:00:00,3,70.7,220,6
"1810",2018-10-11 11:00:00,2.6,69.8,217,5
"1811",2018-10-11 12:00:00,2.1,73.2,242,8
"1812",2018-10-11 13:00:00,2.6,75.1,234,7
"1813",2018-10-11 14:00:00,2.5,75.9,233,4
"1814",2018-10-11 15:00:00,2.5,71.6,342,6
"1815",2018-10-11 16:00:00,1.2,70.7,323,10
"1816",2018-10-11 17:00:00,0.4,70.5,348,10
"1817",2018-10-11 18:00:00,-0.8,70.6,231,2
"1818",2018-10-11 19:00:00,1.4,70.3,338,9
"1819",2018-10-11 20:00:00,-1.8,70.1,181,4
"1820",2018-10-11 21:00:00,1.4,69.9,323,5
"1821",2018-10-11 22:00:00,0.1,69.8,170,18
"1822",2018-10-11 23:00:00,-3.3,69.8,170,19
"1823",2018-10-12 00:00:00,2.3,68.6,161,5
"1824",2018-10-12 01:00:00,-0.2,66.1,161,14
"1825",2018-10-12 02:00:00,0.7,65,135,8
"1826",2018-10-12 03:00:00,2.7,63.6,101,5
"1827",2018-10-12 04:00:00,3.4,60.6,89,8
"1828",2018-10-12 05:00:00,0.1,60,60,10
"1829",2018-10-12 06:00:00,1,60.1,22,13
"1830",2018-10-12 07:00:00,5.1,59.4,0,14
"1831",2018-10-12 08:00:00,2.3,59.1,352,12
"1832",2018-10-12 09:00:00,3.1,59.5,344,10
"1833",2018-10-12 10:00:00,3.3,59.7,348,12
"1834",2018-10-12 11:00:00,1.9,59.6,349,12
"1835",2018-10-12 12:00:00,-0.7,59.4,339,11
"1836",2018-10-12 13:00:00,-0.3,60.1,342,10
"1837",2018-10-12 14:00:00,2,60.1,344,10
"1838",2018-10-12 15:00:00,1.5,60.3,355,10
"1839",2018-10-12 16:00:00,1.6,59,348,8
"1840",2018-10-12 17:00:00,-3,57,34,12
"1841",2018-10-12 18:00:00,-1,55.9,52,12
"1842",2018-10-12 19:00:00,-3.1,55,54,10
"1843",2018-10-12 20:00:00,2,54.3,51,11
"1844",2018-10-12 21:00:00,3.6,53.4,60,11
"1845",2018-10-12 22:00:00,4.2,52.7,65,11
"1846",2018-10-12 23:00:00,4,52.5,69,11
"1847",2018-10-13 00:00:00,4.4,52.4,69,10
"1848",2018-10-13 01:00:00,4.6,52.2,72,11
"1849",2018-10-13 02:00:00,3.9,52.3,73,10
"1850",2018-10-13 03:00:00,1.1,52.2,74,10
"1851",2018-10-13 04:00:00,-0.3,52.2,76,11
"1852",2018-10-13 05:00:00,0.9,51.6,77,11
"1853",2018-10-13 06:00:00,3,49.5,70,7
"1854",2018-10-13 07:00:00,3.7,47.8,36,3
"1855",2018-10-13 08:00:00,3.2,47.5,106,7
"1856",2018-10-13 09:00:00,0.9,48.7,NA,NA
"1857",2018-10-13 10:00:00,-0.4,49.9,NA,NA
"1858",2018-10-13 11:00:00,-0.6,50.6,NA,NA
"1859",2018-10-13 12:00:00,-3,52.4,63,8
"1860",2018-10-13 13:00:00,0,54.3,62,10
"1861",2018-10-13 14:00:00,-1,55.3,65,11
"1862",2018-10-13 15:00:00,-1.1,55.4,64,11
"1863",2018-10-13 16:00:00,-2,55.8,65,10
"1864",2018-10-13 17:00:00,-0.1,55.3,59,8
"1865",2018-10-13 18:00:00,3.1,54.7,49,8
"1866",2018-10-13 19:00:00,-1,53.8,55,9
"1867",2018-10-13 20:00:00,0.5,53,62,7
"1868",2018-10-13 21:00:00,-0.6,52.4,67,6
"1869",2018-10-13 22:00:00,1.4,51.1,74,7
"1870",2018-10-13 23:00:00,2,50.5,77,8
"1871",2018-10-14 00:00:00,1.7,49.9,78,10
"1872",2018-10-14 01:00:00,4,49.5,79,10
"1873",2018-10-14 02:00:00,3,49.2,79,10
"1874",2018-10-14 03:00:00,2.1,48.9,80,11
"1875",2018-10-14 04:00:00,1,48.2,83,10
"1876",2018-10-14 05:00:00,3.1,49.6,80,11
"1877",2018-10-14 06:00:00,2.4,49.9,80,11
"1878",2018-10-14 07:00:00,5.8,51.7,76,9
"1879",2018-10-14 08:00:00,2.5,53.5,74,8
"1880",2018-10-14 09:00:00,0.8,55.1,74,10
"1881",2018-10-14 10:00:00,1.6,56.6,76,12
"1882",2018-10-14 11:00:00,1.3,56.8,79,12
"1883",2018-10-14 12:00:00,1.2,57,83,12
"1884",2018-10-14 13:00:00,1,57.7,140,2
"1885",2018-10-14 14:00:00,0.8,57.5,108,6
"1886",2018-10-14 15:00:00,2.9,57.3,89,10
"1887",2018-10-14 16:00:00,2.8,57,84,14
"1888",2018-10-14 17:00:00,2.7,56.4,81,13
"1889",2018-10-14 18:00:00,3.8,56.1,79,12
"1890",2018-10-14 19:00:00,3.3,56,80,10
"1891",2018-10-14 20:00:00,4.2,55.5,77,9
"1892",2018-10-14 21:00:00,6.6,54.8,71,5
"1893",2018-10-14 22:00:00,7.9,54,64,4
"1894",2018-10-14 23:00:00,5.6,53.6,68,6
"1895",2018-10-15 00:00:00,6.2,53.8,69,6
"1896",2018-10-15 01:00:00,7.3,54.7,67,6
"1897",2018-10-15 02:00:00,7.6,55.3,57,3
"1898",2018-10-15 03:00:00,8.3,55.4,69,4
"1899",2018-10-15 04:00:00,5.1,55.6,80,10
"1900",2018-10-15 05:00:00,2.9,56.4,91,7
"1901",2018-10-15 06:00:00,2,57.5,194,5
"1902",2018-10-15 07:00:00,4.3,58.9,188,6
"1903",2018-10-15 08:00:00,2.5,60.7,205,6
"1904",2018-10-15 09:00:00,2.8,62,208,7
"1905",2018-10-15 10:00:00,3.1,61,211,8
"1906",2018-10-15 11:00:00,2.2,62.4,214,10
"1907",2018-10-15 12:00:00,-0.2,63.7,218,10
"1908",2018-10-15 13:00:00,1.5,64.7,233,8
"1909",2018-10-15 14:00:00,7.2,65,231,8
"1910",2018-10-15 15:00:00,7.5,65.3,219,8
"1911",2018-10-15 16:00:00,2.8,65.3,211,7
"1912",2018-10-15 17:00:00,5.4,65.4,212,6
"1913",2018-10-15 18:00:00,5.7,66.1,211,7
"1914",2018-10-15 19:00:00,6.5,67.4,230,8
"1915",2018-10-15 20:00:00,5.9,68,242,8
"1916",2018-10-15 21:00:00,5,68.3,256,8
"1917",2018-10-15 22:00:00,5.5,67.1,297,9
"1918",2018-10-15 23:00:00,2.8,63,322,9
"1919",2018-10-16 00:00:00,-1.2,59.7,331,8
"1920",2018-10-16 01:00:00,-0.4,58.9,344,11
"1921",2018-10-16 02:00:00,1.7,56.9,30,11
"1922",2018-10-16 03:00:00,1.3,53.8,31,11
"1923",2018-10-16 04:00:00,3.8,51,44,12
"1924",2018-10-16 05:00:00,-0.7,48.7,37,10
"1925",2018-10-16 06:00:00,-1,47.4,26,6
"1926",2018-10-16 07:00:00,-1.3,47.5,26,6
"1927",2018-10-16 08:00:00,-0.5,48.2,36,7
"1928",2018-10-16 09:00:00,-4,48.8,36,8
"1929",2018-10-16 10:00:00,1.2,49.8,43,8
"1930",2018-10-16 11:00:00,-0.9,51.8,55,9
"1931",2018-10-16 12:00:00,-1.8,53.7,59,9
"1932",2018-10-16 13:00:00,0.9,54.6,71,10
"1933",2018-10-16 14:00:00,4.4,55,73,12
"1934",2018-10-16 15:00:00,4.6,55.1,72,12
"1935",2018-10-16 16:00:00,2.2,54.9,73,13
"1936",2018-10-16 17:00:00,2.5,53.5,74,11
"1937",2018-10-16 18:00:00,0.9,52.7,75,10
"1938",2018-10-16 19:00:00,4.1,52.6,73,10
"1939",2018-10-16 20:00:00,1.7,52.7,72,10
"1940",2018-10-16 21:00:00,1.5,52.2,71,9
"1941",2018-10-16 22:00:00,1.9,52.2,72,9
"1942",2018-10-16 23:00:00,5.1,51.6,74,9
"1943",2018-10-17 00:00:00,2.3,51.3,76,9
"1944",2018-10-17 01:00:00,2.1,50.8,77,9
"1945",2018-10-17 02:00:00,3.2,50.2,77,9
"1946",2018-10-17 03:00:00,6.8,49.8,76,9
"1947",2018-10-17 04:00:00,7.5,48.4,82,8
"1948",2018-10-17 05:00:00,7.3,47.9,81,7
"1949",2018-10-17 06:00:00,8.4,48.9,81,9
"1950",2018-10-17 07:00:00,5.7,50.8,76,8
"1951",2018-10-17 08:00:00,6.7,52.4,69,8
"1952",2018-10-17 09:00:00,5.6,54.2,67,10
"1953",2018-10-17 10:00:00,6.5,55.7,67,13
"1954",2018-10-17 11:00:00,4.2,57.9,73,2
"1955",2018-10-17 12:00:00,1,60.4,276,8
"1956",2018-10-17 13:00:00,1.8,61.5,283,8
"1957",2018-10-17 14:00:00,2.6,61.4,276,10
"1958",2018-10-17 15:00:00,5.4,62,286,8
"1959",2018-10-17 16:00:00,3.5,59.9,329,8
"1960",2018-10-17 17:00:00,2.6,57,43,10
"1961",2018-10-17 18:00:00,3.5,55.8,53,12
"1962",2018-10-17 19:00:00,0,54.3,50,11
"1963",2018-10-17 20:00:00,-1,52.6,54,9
"1964",2018-10-17 21:00:00,0.4,51,45,7
"1965",2018-10-17 22:00:00,1.4,49.3,30,6
"1966",2018-10-17 23:00:00,-0.1,47.3,15,5
"1967",2018-10-18 00:00:00,0.6,46.4,29,6
"1968",2018-10-18 01:00:00,-0.7,46,41,6
"1969",2018-10-18 02:00:00,0.3,44.9,61,9
"1970",2018-10-18 03:00:00,-0.5,43.9,62,11
"1971",2018-10-18 04:00:00,0.7,43.4,62,13
"1972",2018-10-18 05:00:00,-2.2,42.9,78,13
"1973",2018-10-18 06:00:00,-5.2,42.3,NA,NA
"1974",2018-10-18 07:00:00,-2.9,42.8,NA,NA
"1975",2018-10-18 08:00:00,-3.2,43.1,69,14
"1976",2018-10-18 09:00:00,1.8,44.1,48,13
"1977",2018-10-18 10:00:00,-3.8,45.3,37,9
"1978",2018-10-18 11:00:00,-5.3,46.8,20,6
"1979",2018-10-18 12:00:00,-1.8,48,33,6
"1980",2018-10-18 13:00:00,-0.2,49.2,27,5
"1981",2018-10-18 14:00:00,0.3,50.2,29,6
"1982",2018-10-18 15:00:00,-1.6,50.3,27,6
"1983",2018-10-18 16:00:00,1.5,50,27,5
"1984",2018-10-18 17:00:00,0.6,49.1,35,3
"1985",2018-10-18 18:00:00,0.9,48.7,40,3
"1986",2018-10-18 19:00:00,0.4,48.1,30,2
"1987",2018-10-18 20:00:00,0.7,47.7,18,4
"1988",2018-10-18 21:00:00,1,46.6,45,2
"1989",2018-10-18 22:00:00,3.1,44.9,77,4
"1990",2018-10-18 23:00:00,5.1,43.8,74,5
"1991",2018-10-19 00:00:00,0.6,44.6,77,4
"1992",2018-10-19 01:00:00,2.2,44.2,78,5
"1993",2018-10-19 02:00:00,6.2,44,81,6
"1994",2018-10-19 03:00:00,4.5,43.8,NA,NA
"1995",2018-10-19 04:00:00,2.3,43.9,80,9
"1996",2018-10-19 05:00:00,1.1,43.4,79,14
"1997",2018-10-19 06:00:00,6.9,44.1,78,16
"1998",2018-10-19 07:00:00,5.8,46.8,75,7
"1999",2018-10-19 08:00:00,4.2,48.8,NA,NA
"2000",2018-10-19 09:00:00,3.4,51.2,74,7
"2001",2018-10-19 10:00:00,5.5,53.6,71,8
"2002",2018-10-19 11:00:00,4.4,55.9,73,11
"2003",2018-10-19 12:00:00,3.8,57.9,231,1
"2004",2018-10-19 13:00:00,4.6,59.6,232,6
"2005",2018-10-19 14:00:00,4.7,60.3,227,6
"2006",2018-10-19 15:00:00,3.9,59.3,215,8
"2007",2018-10-19 16:00:00,1.3,58.1,212,6
"2008",2018-10-19 17:00:00,6,57.4,118,5
"2009",2018-10-19 18:00:00,4.7,56.5,79,17
"2010",2018-10-19 19:00:00,4.1,56.3,78,16
"2011",2018-10-19 20:00:00,4.4,56.6,78,16
"2012",2018-10-19 21:00:00,1.6,57.7,189,6
"2013",2018-10-19 22:00:00,1.9,57.3,98,8
