Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
New Delhi,PM2.5 - Principal,2019-01-01 01:00 AM,2019,1,1,1,463.1,475,Hazardous,543,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 02:00 AM,2019,1,1,2,496.1,497,Hazardous,529,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 03:00 AM,2019,1,1,3,502,501,Hazardous,508,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 04:00 AM,2019,1,1,4,452,468,Hazardous,402,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 05:00 AM,2019,1,1,5,384.5,423,Hazardous,317,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 06:00 AM,2019,1,1,6,324.3,374,Hazardous,264,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 07:00 AM,2019,1,1,7,285.6,336,Hazardous,247,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 08:00 AM,2019,1,1,8,258.8,309,Hazardous,232,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 09:00 AM,2019,1,1,9,273.9,324,Hazardous,289,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 10:00 AM,2019,1,1,10,327.4,377,Hazardous,381,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 11:00 AM,2019,1,1,11,342.7,392,Hazardous,358,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 12:00 PM,2019,1,1,12,282.3,333,Hazardous,222,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 01:00 PM,2019,1,1,13,214.1,264,Very Unhealthy,146,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 02:00 PM,2019,1,1,14,157,207,Very Unhealthy,100,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 03:00 PM,2019,1,1,15,129.4,189,Unhealthy,102,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 04:00 PM,2019,1,1,16,102.1,175,Unhealthy,75,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 05:00 PM,2019,1,1,17,86,167,Unhealthy,70,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 06:00 PM,2019,1,1,18,93.5,171,Unhealthy,101,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 07:00 PM,2019,1,1,19,100.7,174,Unhealthy,108,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 08:00 PM,2019,1,1,20,121.8,185,Unhealthy,143,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 09:00 PM,2019,1,1,21,209.9,260,Very Unhealthy,298,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 10:00 PM,2019,1,1,22,240.4,290,Very Unhealthy,271,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-01 11:00 PM,2019,1,1,23,272.2,323,Hazardous,304,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 12:00 AM,2019,1,2,0,282.1,332,Hazardous,292,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 01:00 AM,2019,1,2,1,290,340,Hazardous,298,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 02:00 AM,2019,1,2,2,309.5,359,Hazardous,329,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 03:00 AM,2019,1,2,3,350.3,400,Hazardous,391,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 04:00 AM,2019,1,2,4,369.6,414,Hazardous,389,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 05:00 AM,2019,1,2,5,373.3,416,Hazardous,377,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 06:00 AM,2019,1,2,6,366.7,412,Hazardous,360,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 07:00 AM,2019,1,2,7,355.3,404,Hazardous,344,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 08:00 AM,2019,1,2,8,349.1,399,Hazardous,336,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 09:00 AM,2019,1,2,9,348,398,Hazardous,345,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 10:00 AM,2019,1,2,10,359,407,Hazardous,388,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 11:00 AM,2019,1,2,11,371.4,415,Hazardous,401,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 12:00 PM,2019,1,2,12,345.8,395,Hazardous,282,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 01:00 PM,2019,1,2,13,272.6,323,Hazardous,207,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 02:00 PM,2019,1,2,14,248.1,298,Very Unhealthy,222,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 03:00 PM,2019,1,2,15,210.9,261,Very Unhealthy,176,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 04:00 PM,2019,1,2,16,191.9,242,Very Unhealthy,173,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 05:00 PM,2019,1,2,17,162.9,213,Very Unhealthy,134,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 06:00 PM,2019,1,2,18,150.4,200,Unhealthy,138,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 07:00 PM,2019,1,2,19,169.2,220,Very Unhealthy,188,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 08:00 PM,2019,1,2,20,182.5,233,Very Unhealthy,196,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 09:00 PM,2019,1,2,21,204.2,254,Very Unhealthy,226,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 10:00 PM,2019,1,2,22,225.6,275,Very Unhealthy,247,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-02 11:00 PM,2019,1,2,23,235.2,285,Very Unhealthy,245,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 12:00 AM,2019,1,3,0,240.9,291,Very Unhealthy,250,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 01:00 AM,2019,1,3,1,255.8,306,Hazardous,269,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 02:00 AM,2019,1,3,2,257.4,308,Hazardous,259,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 03:00 AM,2019,1,3,3,324.7,375,Hazardous,392,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 04:00 AM,2019,1,3,4,408.9,440,Hazardous,493,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 05:00 AM,2019,1,3,5,447.9,465,Hazardous,487,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 06:00 AM,2019,1,3,6,466,477,Hazardous,484,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 07:00 AM,2019,1,3,7,472,481,Hazardous,478,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 08:00 AM,2019,1,3,8,492.5,495,Hazardous,513,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 09:00 AM,2019,1,3,9,476.3,484,Hazardous,460,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 10:00 AM,2019,1,3,10,454.6,470,Hazardous,433,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 11:00 AM,2019,1,3,11,453.3,469,Hazardous,452,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 12:00 PM,2019,1,3,12,453.2,469,Hazardous,453,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 01:00 PM,2019,1,3,13,413,442,Hazardous,372,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 02:00 PM,2019,1,3,14,343.7,393,Hazardous,267,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 03:00 PM,2019,1,3,15,275.3,326,Hazardous,211,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 04:00 PM,2019,1,3,16,244.6,294,Very Unhealthy,214,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 05:00 PM,2019,1,3,17,200.2,250,Very Unhealthy,156,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 06:00 PM,2019,1,3,18,177.1,227,Very Unhealthy,154,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 07:00 PM,2019,1,3,19,191.5,242,Very Unhealthy,206,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 08:00 PM,2019,1,3,20,230.7,280,Very Unhealthy,270,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 09:00 PM,2019,1,3,21,278.8,329,Hazardous,327,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 10:00 PM,2019,1,3,22,310.9,361,Hazardous,343,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-03 11:00 PM,2019,1,3,23,328.4,378,Hazardous,346,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 12:00 AM,2019,1,4,0,340.7,390,Hazardous,353,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 01:00 AM,2019,1,4,1,339.8,389,Hazardous,339,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 02:00 AM,2019,1,4,2,338.9,389,Hazardous,338,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 03:00 AM,2019,1,4,3,325.9,376,Hazardous,313,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 04:00 AM,2019,1,4,4,301.9,352,Hazardous,278,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 05:00 AM,2019,1,4,5,289,339,Hazardous,276,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 06:00 AM,2019,1,4,6,264.4,315,Hazardous,223,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 07:00 AM,2019,1,4,7,226.7,277,Very Unhealthy,189,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 08:00 AM,2019,1,4,8,197.7,248,Very Unhealthy,173,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 09:00 AM,2019,1,4,9,183.8,234,Very Unhealthy,170,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 10:00 AM,2019,1,4,10,182.4,233,Very Unhealthy,181,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 11:00 AM,2019,1,4,11,214.6,265,Very Unhealthy,247,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 12:00 PM,2019,1,4,12,251.6,302,Hazardous,289,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 01:00 PM,2019,1,4,13,237.8,288,Very Unhealthy,224,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 02:00 PM,2019,1,4,14,236.4,286,Very Unhealthy,236,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 03:00 PM,2019,1,4,15,227,277,Very Unhealthy,215,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 04:00 PM,2019,1,4,16,205.9,256,Very Unhealthy,176,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 05:00 PM,2019,1,4,17,173.9,224,Very Unhealthy,146,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 06:00 PM,2019,1,4,18,154.2,205,Very Unhealthy,135,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 07:00 PM,2019,1,4,19,159.1,210,Very Unhealthy,164,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 08:00 PM,2019,1,4,20,172.5,223,Very Unhealthy,186,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 09:00 PM,2019,1,4,21,231.7,281,Very Unhealthy,291,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 10:00 PM,2019,1,4,22,278.4,329,Hazardous,325,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-04 11:00 PM,2019,1,4,23,266.2,317,Hazardous,254,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 12:00 AM,2019,1,5,0,280.6,331,Hazardous,295,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 01:00 AM,2019,1,5,1,332.3,382,Hazardous,384,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 02:00 AM,2019,1,5,2,354.1,403,Hazardous,376,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 03:00 AM,2019,1,5,3,371.1,415,Hazardous,388,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 04:00 AM,2019,1,5,4,378.5,419,Hazardous,386,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 05:00 AM,2019,1,5,5,363.8,410,Hazardous,349,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 06:00 AM,2019,1,5,6,338.4,388,Hazardous,313,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 07:00 AM,2019,1,5,7,311.2,361,Hazardous,284,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 08:00 AM,2019,1,5,8,300.5,351,Hazardous,257,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 09:00 AM,2019,1,5,9,275.5,326,Hazardous,241,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 10:00 AM,2019,1,5,10,246.4,296,Very Unhealthy,218,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 11:00 AM,2019,1,5,11,258.9,309,Hazardous,275,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 12:00 PM,2019,1,5,12,227.1,277,Very Unhealthy,196,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 01:00 PM,2019,1,5,13,183.3,234,Very Unhealthy,140,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 02:00 PM,2019,1,5,14,147.1,198,Unhealthy,111,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 03:00 PM,2019,1,5,15,119.5,184,Unhealthy,92,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 04:00 PM,2019,1,5,16,112.2,180,Unhealthy,105,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 05:00 PM,2019,1,5,17,105.5,177,Unhealthy,99,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 06:00 PM,2019,1,5,18,105.2,177,Unhealthy,105,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 07:00 PM,2019,1,5,19,110.6,179,Unhealthy,116,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 08:00 PM,2019,1,5,20,120.2,184,Unhealthy,130,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 09:00 PM,2019,1,5,21,144.1,197,Unhealthy,168,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 10:00 PM,2019,1,5,22,169,219,Very Unhealthy,194,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-05 11:00 PM,2019,1,5,23,184.5,235,Very Unhealthy,200,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 12:00 AM,2019,1,6,0,212.7,263,Very Unhealthy,241,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 01:00 AM,2019,1,6,1,242.8,292,Very Unhealthy,273,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 02:00 AM,2019,1,6,2,247.4,297,Very Unhealthy,252,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 03:00 AM,2019,1,6,3,250.7,301,Hazardous,254,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 04:00 AM,2019,1,6,4,249.8,299,Very Unhealthy,249,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 05:00 AM,2019,1,6,5,241.4,291,Very Unhealthy,233,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 06:00 AM,2019,1,6,6,247.2,297,Very Unhealthy,253,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 07:00 AM,2019,1,6,7,205.1,255,Very Unhealthy,163,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 08:00 AM,2019,1,6,8,152,202,Very Unhealthy,99,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 09:00 AM,2019,1,6,9,119,184,Unhealthy,86,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 10:00 AM,2019,1,6,10,105.9,177,Unhealthy,93,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 11:00 AM,2019,1,6,11,101.4,175,Unhealthy,97,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 12:00 PM,2019,1,6,12,118.2,183,Unhealthy,135,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 01:00 PM,2019,1,6,13,129.5,189,Unhealthy,141,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 02:00 PM,2019,1,6,14,127.7,188,Unhealthy,126,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 03:00 PM,2019,1,6,15,120.3,184,Unhealthy,113,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 04:00 PM,2019,1,6,16,126.1,187,Unhealthy,132,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 05:00 PM,2019,1,6,17,128.5,189,Unhealthy,131,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 06:00 PM,2019,1,6,18,139,194,Unhealthy,151,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 07:00 PM,2019,1,6,19,143.4,196,Unhealthy,151,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 08:00 PM,2019,1,6,20,153.3,204,Very Unhealthy,163,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 09:00 PM,2019,1,6,21,152.8,203,Very Unhealthy,154,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 10:00 PM,2019,1,6,22,174,224,Very Unhealthy,194,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-06 11:00 PM,2019,1,6,23,170.8,221,Very Unhealthy,172,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 12:00 AM,2019,1,7,0,170,220,Very Unhealthy,169,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 01:00 AM,2019,1,7,1,168.8,219,Very Unhealthy,167,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 02:00 AM,2019,1,7,2,171.4,222,Very Unhealthy,175,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 03:00 AM,2019,1,7,3,171.2,222,Very Unhealthy,173,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 04:00 AM,2019,1,7,4,164.4,215,Very Unhealthy,150,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 05:00 AM,2019,1,7,5,165.8,216,Very Unhealthy,166,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 06:00 AM,2019,1,7,6,172.4,223,Very Unhealthy,193,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 07:00 AM,2019,1,7,7,182.9,233,Very Unhealthy,207,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 08:00 AM,2019,1,7,8,191.2,241,Very Unhealthy,210,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 09:00 AM,2019,1,7,9,196.2,246,Very Unhealthy,208,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 10:00 AM,2019,1,7,10,194.4,245,Very Unhealthy,190,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 11:00 AM,2019,1,7,11,200.7,251,Very Unhealthy,214,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 12:00 PM,2019,1,7,12,201.5,252,Very Unhealthy,203,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 01:00 PM,2019,1,7,13,210.9,261,Very Unhealthy,227,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 02:00 PM,2019,1,7,14,236.1,286,Very Unhealthy,265,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 03:00 PM,2019,1,7,15,189.1,239,Very Unhealthy,136,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 04:00 PM,2019,1,7,16,173.9,224,Very Unhealthy,158,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 05:00 PM,2019,1,7,17,141,195,Unhealthy,109,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 06:00 PM,2019,1,7,18,117.5,183,Unhealthy,94,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 07:00 PM,2019,1,7,19,113.2,181,Unhealthy,109,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 08:00 PM,2019,1,7,20,120.1,184,Unhealthy,127,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 09:00 PM,2019,1,7,21,161,211,Very Unhealthy,202,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 10:00 PM,2019,1,7,22,225.5,275,Very Unhealthy,290,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-07 11:00 PM,2019,1,7,23,262.2,313,Hazardous,299,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 12:00 AM,2019,1,8,0,250.1,300,Very Unhealthy,238,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 01:00 AM,2019,1,8,1,243,293,Very Unhealthy,236,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 02:00 AM,2019,1,8,2,207,257,Very Unhealthy,171,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 03:00 AM,2019,1,8,3,195,245,Very Unhealthy,183,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 04:00 AM,2019,1,8,4,188.5,239,Very Unhealthy,182,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 05:00 AM,2019,1,8,5,189.7,240,Very Unhealthy,191,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 06:00 AM,2019,1,8,6,190.3,240,Very Unhealthy,191,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 07:00 AM,2019,1,8,7,190.7,241,Very Unhealthy,191,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 08:00 AM,2019,1,8,8,184.7,235,Very Unhealthy,176,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 09:00 AM,2019,1,8,9,183.9,234,Very Unhealthy,183,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 10:00 AM,2019,1,8,10,202.3,252,Very Unhealthy,227,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 11:00 AM,2019,1,8,11,238.5,288,Very Unhealthy,291,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 12:00 PM,2019,1,8,12,244.5,294,Very Unhealthy,253,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 01:00 PM,2019,1,8,13,191.7,242,Very Unhealthy,133,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 02:00 PM,2019,1,8,14,164.3,215,Very Unhealthy,137,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 03:00 PM,2019,1,8,15,139.6,194,Unhealthy,115,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 04:00 PM,2019,1,8,16,120.3,184,Unhealthy,101,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 05:00 PM,2019,1,8,17,99.6,174,Unhealthy,79,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 06:00 PM,2019,1,8,18,84.8,166,Unhealthy,70,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 07:00 PM,2019,1,8,19,86.8,167,Unhealthy,89,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 08:00 PM,2019,1,8,20,104.4,176,Unhealthy,122,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 09:00 PM,2019,1,8,21,145.2,197,Unhealthy,186,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 10:00 PM,2019,1,8,22,197.1,247,Very Unhealthy,249,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-08 11:00 PM,2019,1,8,23,231,281,Very Unhealthy,265,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-09 12:00 AM,2019,1,9,0,236,286,Very Unhealthy,241,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-09 01:00 AM,2019,1,9,1,226.5,276,Very Unhealthy,217,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-09 02:00 AM,2019,1,9,2,216.7,267,Very Unhealthy,207,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,2019-01-09 03:00 AM,2019,1,9,3,188.3,238,Very Unhealthy,160,UG/M3,1 Hr,Valid
